2018-03-04,7041.843926217771
2018-03-05,7800.0258915589875
2018-03-06,7980.4216002988105
2018-03-07,8624.050244363563
2018-03-08,8613.402920083216
2018-03-09,6325.990508340292
2018-03-10,6061.241428018628
2018-03-11,7590.422880412116
2018-03-12,8337.436498349933
2018-03-13,8148.464006505135
2018-03-14,8417.43435243005
2018-03-15,9511.72214731168
2018-03-16,7201.02016809905
2018-03-17,6305.002551198908
2018-03-18,7868.7588922961295
2018-03-19,8051.701968672671
2018-03-20,8199.311938600498
2018-03-21,8501.47373332236
2018-03-22,11338.134458926446
2018-03-23,5915.2271499649505
2018-03-24,5453.392276188621
2018-03-25,8023.348596907271
2018-03-26,8601.893041377381
2018-03-27,7532.547999630534
2018-03-28,8009.2022438961985
2018-03-29,7752.199526484646
2018-03-30,5230.3124610431305
2018-03-31,5283.137664922098
